srNo,sys_gUid,uniqueId,createdBy,createdDate,lastUpdatedBy,lastUpdatedDate,streetNameFrom,streetNameTo,routeName,mileMarkerStart,mileMarkerEnd,plannedStartDate,plannedEndDate,closureStatus,actualStartDate,actualEndDate,imageUrl,imageName/Description
44,ConstructionClosure-865cccfa-b8a8-48db-a6ec-4c9750e33ac4,5df266edc27de90046045c01,jpruitt@navjoyinc.com.gwv,2019-12-12T16:12:29.175Z,jvue@navjoyinc.com.gwv,2019-12-16T16:01:01.390Z,Monaco St,Holly St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/53d4ab8d-21cc-47e9-89d1-12df09100e3cleft%20lane%20closed%20ahead.jpg,Westbound / Left lane closed ahead
44,ConstructionClosure-865cccfa-b8a8-48db-a6ec-4c9750e33ac4,5df266edc27de90046045c01,jpruitt@navjoyinc.com.gwv,2019-12-12T16:12:29.175Z,jvue@navjoyinc.com.gwv,2019-12-16T16:01:01.390Z,Monaco St,Holly St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/e65eb52f-b724-4bac-94eb-8363f4d4fb59Begin%20work%20zone.jpg,Westbound / Begin fines doubled in work zone
44,ConstructionClosure-865cccfa-b8a8-48db-a6ec-4c9750e33ac4,5df266edc27de90046045c01,jpruitt@navjoyinc.com.gwv,2019-12-12T16:12:29.175Z,jvue@navjoyinc.com.gwv,2019-12-16T16:01:01.390Z,Monaco St,Holly St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/2c4ce0a8-6db7-4462-b82e-1de926b9a4ebSpeed%20limit%2035.jpg,Westbound / Speed limit 35
44,ConstructionClosure-865cccfa-b8a8-48db-a6ec-4c9750e33ac4,5df266edc27de90046045c01,jpruitt@navjoyinc.com.gwv,2019-12-12T16:12:29.175Z,jvue@navjoyinc.com.gwv,2019-12-16T16:01:01.390Z,Monaco St,Holly St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/01263ef6-f5f9-4c40-a413-06ce539ca33dRoad%20work%20ahead.jpg,Westbound / Road work ahead
45,ConstructionClosure-e2adeea4-a64b-4c81-9b29-143989218f20,5df2670bc27de90046045c02,jpruitt@navjoyinc.com.gwv,2019-12-12T16:12:59.205Z,jvue@navjoyinc.com.gwv,2019-12-16T16:00:29.873Z,University Blvd,Steele St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/749a552c-791b-4799-b75a-dbce49a4442bimage.jpg,Eastbound / Roadwork ahead
45,ConstructionClosure-e2adeea4-a64b-4c81-9b29-143989218f20,5df2670bc27de90046045c02,jpruitt@navjoyinc.com.gwv,2019-12-12T16:12:59.205Z,jvue@navjoyinc.com.gwv,2019-12-16T16:00:29.873Z,University Blvd,Steele St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/b5d89374-26c1-418d-ad45-22c486a34b4fimage.jpg,Eastbound / Left lane closed ahead
45,ConstructionClosure-e2adeea4-a64b-4c81-9b29-143989218f20,5df2670bc27de90046045c02,jpruitt@navjoyinc.com.gwv,2019-12-12T16:12:59.205Z,jvue@navjoyinc.com.gwv,2019-12-16T16:00:29.873Z,University Blvd,Steele St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/0cda5dc7-7382-4b90-b4e8-cffba210b2d9image.jpg,Eastbound / Lane closed left
45,ConstructionClosure-e2adeea4-a64b-4c81-9b29-143989218f20,5df2670bc27de90046045c02,jpruitt@navjoyinc.com.gwv,2019-12-12T16:12:59.205Z,jvue@navjoyinc.com.gwv,2019-12-16T16:00:29.873Z,University Blvd,Steele St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/ff26dce1-1a63-40dd-b258-2ab2d10e7e48image.jpg,Eastbound / Start of closure
45,ConstructionClosure-e2adeea4-a64b-4c81-9b29-143989218f20,5df2670bc27de90046045c02,jpruitt@navjoyinc.com.gwv,2019-12-12T16:12:59.205Z,jvue@navjoyinc.com.gwv,2019-12-16T16:00:29.873Z,University Blvd,Steele St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/81685d2c-d410-4740-8b33-4ecc700cf7e5image.jpg,Eastbound / Flashing arrow bar
45,ConstructionClosure-e2adeea4-a64b-4c81-9b29-143989218f20,5df2670bc27de90046045c02,jpruitt@navjoyinc.com.gwv,2019-12-12T16:12:59.205Z,jvue@navjoyinc.com.gwv,2019-12-16T16:00:29.873Z,University Blvd,Steele St,Belleview Ave,,,12/12/2019 11:00,12/12/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/0b696e38-8cf8-4074-a0e5-174e700606bcimage.jpg,Eastbound / End of closure
46,ConstructionClosure-a71ac5f4-9a17-44b3-9391-ac791b78f704,5df2ca6b6578b9005170248c,jvue@navjoyinc.com.gwv,2019-12-12T23:16:59.288Z,jvue@navjoyinc.com.gwv,2019-12-16T15:51:59.605Z,Holly St,Monaco St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/a01de3b0-010e-44e0-afed-9a6bbec9699aimage.jpg,Eastbound / Start of closure
46,ConstructionClosure-a71ac5f4-9a17-44b3-9391-ac791b78f704,5df2ca6b6578b9005170248c,jvue@navjoyinc.com.gwv,2019-12-12T23:16:59.288Z,jvue@navjoyinc.com.gwv,2019-12-16T15:51:59.605Z,Holly St,Monaco St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/811256b2-5daf-424b-b627-5ff606b5c33fimage.jpg,Eastbound / Start of closure
46,ConstructionClosure-a71ac5f4-9a17-44b3-9391-ac791b78f704,5df2ca6b6578b9005170248c,jvue@navjoyinc.com.gwv,2019-12-12T23:16:59.288Z,jvue@navjoyinc.com.gwv,2019-12-16T15:51:59.605Z,Holly St,Monaco St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/b8964e3a-c8fc-460d-b14b-6ead1c6d76e2image.jpg,Eastbound / Start of closure
46,ConstructionClosure-a71ac5f4-9a17-44b3-9391-ac791b78f704,5df2ca6b6578b9005170248c,jvue@navjoyinc.com.gwv,2019-12-12T23:16:59.288Z,jvue@navjoyinc.com.gwv,2019-12-16T15:51:59.605Z,Holly St,Monaco St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/fb5752b5-a2fe-43e5-938c-3dafa81b5a19image.jpg,Eastbound / Start of closure
46,ConstructionClosure-a71ac5f4-9a17-44b3-9391-ac791b78f704,5df2ca6b6578b9005170248c,jvue@navjoyinc.com.gwv,2019-12-12T23:16:59.288Z,jvue@navjoyinc.com.gwv,2019-12-16T15:51:59.605Z,Holly St,Monaco St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/de40912a-bfdf-417d-b85c-266db35f3a2cimage.jpg,Eastbound / Start of closure
46,ConstructionClosure-a71ac5f4-9a17-44b3-9391-ac791b78f704,5df2ca6b6578b9005170248c,jvue@navjoyinc.com.gwv,2019-12-12T23:16:59.288Z,jvue@navjoyinc.com.gwv,2019-12-16T15:51:59.605Z,Holly St,Monaco St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/5c5c50d2-3f3b-4b62-a9d9-8003497f1a09image.jpg,Eastbound / Start of closure
46,ConstructionClosure-a71ac5f4-9a17-44b3-9391-ac791b78f704,5df2ca6b6578b9005170248c,jvue@navjoyinc.com.gwv,2019-12-12T23:16:59.288Z,jvue@navjoyinc.com.gwv,2019-12-16T15:51:59.605Z,Holly St,Monaco St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/09e4a7b8-636b-4d1f-afa0-099c8ffddd6aimage.jpg,Eastbound / Start of closure
46,ConstructionClosure-a71ac5f4-9a17-44b3-9391-ac791b78f704,5df2ca6b6578b9005170248c,jvue@navjoyinc.com.gwv,2019-12-12T23:16:59.288Z,jvue@navjoyinc.com.gwv,2019-12-16T15:51:59.605Z,Holly St,Monaco St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/98a67ace-395c-4f5d-bce7-e30abe426e8aimage.jpg,Eastbound / Start of closure
46,ConstructionClosure-a71ac5f4-9a17-44b3-9391-ac791b78f704,5df2ca6b6578b9005170248c,jvue@navjoyinc.com.gwv,2019-12-12T23:16:59.288Z,jvue@navjoyinc.com.gwv,2019-12-16T15:51:59.605Z,Holly St,Monaco St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/b9f789d8-731f-4390-8f1d-16efeda93d1fimage.jpg,Eastbound / Start of closure
47,ConstructionClosure-794e91df-4964-452e-b600-9a8d7a184b2e,5df2ca746578b9005170248d,jvue@navjoyinc.com.gwv,2019-12-12T23:17:08.196Z,jvue@navjoyinc.com.gwv,2019-12-13T23:31:23.923Z,Monaco St,Holly St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/410e4e82-af1e-4bf8-ab59-3be9787f57feimage.jpg,WB / Start of closure
47,ConstructionClosure-794e91df-4964-452e-b600-9a8d7a184b2e,5df2ca746578b9005170248d,jvue@navjoyinc.com.gwv,2019-12-12T23:17:08.196Z,jvue@navjoyinc.com.gwv,2019-12-13T23:31:23.923Z,Monaco St,Holly St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/0b9fdfe7-457c-4bcc-8b8e-6adbd4597343image.jpg,WB / Start of closure
47,ConstructionClosure-794e91df-4964-452e-b600-9a8d7a184b2e,5df2ca746578b9005170248d,jvue@navjoyinc.com.gwv,2019-12-12T23:17:08.196Z,jvue@navjoyinc.com.gwv,2019-12-13T23:31:23.923Z,Monaco St,Holly St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/c42a0120-07bf-4037-a3da-2a723bfaaf51image.jpg,WB / Start of closure
47,ConstructionClosure-794e91df-4964-452e-b600-9a8d7a184b2e,5df2ca746578b9005170248d,jvue@navjoyinc.com.gwv,2019-12-12T23:17:08.196Z,jvue@navjoyinc.com.gwv,2019-12-13T23:31:23.923Z,Monaco St,Holly St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/29f65a5f-1b44-4a11-9f68-48cca134ebd9image.jpg,WB / Start of closure
47,ConstructionClosure-794e91df-4964-452e-b600-9a8d7a184b2e,5df2ca746578b9005170248d,jvue@navjoyinc.com.gwv,2019-12-12T23:17:08.196Z,jvue@navjoyinc.com.gwv,2019-12-13T23:31:23.923Z,Monaco St,Holly St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/a58a44be-3a98-4f76-80f2-85cd01e2bbdbimage.jpg,WB / Start of closure
47,ConstructionClosure-794e91df-4964-452e-b600-9a8d7a184b2e,5df2ca746578b9005170248d,jvue@navjoyinc.com.gwv,2019-12-12T23:17:08.196Z,jvue@navjoyinc.com.gwv,2019-12-13T23:31:23.923Z,Monaco St,Holly St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/496b3c75-e463-4545-8d04-145a5f512701image.jpg,WB / Start of closure
47,ConstructionClosure-794e91df-4964-452e-b600-9a8d7a184b2e,5df2ca746578b9005170248d,jvue@navjoyinc.com.gwv,2019-12-12T23:17:08.196Z,jvue@navjoyinc.com.gwv,2019-12-13T23:31:23.923Z,Monaco St,Holly St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/c2e3d4df-da01-4455-95ae-d2173e2df057image.jpg,WB / Start of closure
47,ConstructionClosure-794e91df-4964-452e-b600-9a8d7a184b2e,5df2ca746578b9005170248d,jvue@navjoyinc.com.gwv,2019-12-12T23:17:08.196Z,jvue@navjoyinc.com.gwv,2019-12-13T23:31:23.923Z,Monaco St,Holly St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/e5f095f5-260a-4706-9342-b1356a188158image.jpg,WB / Start of closure
47,ConstructionClosure-794e91df-4964-452e-b600-9a8d7a184b2e,5df2ca746578b9005170248d,jvue@navjoyinc.com.gwv,2019-12-12T23:17:08.196Z,jvue@navjoyinc.com.gwv,2019-12-13T23:31:23.923Z,Monaco St,Holly St,Belleview Ave,,,12/13/2019 11:00,12/13/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/1d0715d2-7253-4181-bd02-ecc115760dafimage.jpg,Wb / Start of closure
48,ConstructionClosure-ba39ab6d-2ee8-4c87-ad0e-d383dddfcd75,5df80a776d4e2e004629f14b,jvue@navjoyinc.com.gwv,2019-12-16T22:51:35.359Z,jvue@navjoyinc.com.gwv,2019-12-18T15:49:11.894Z,Holly St,Monaco St,Belleview Ave,,,12/17/2019 11:00,12/17/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/aa7b3687-73b0-4aa4-b3c7-62327eb204b7image.jpg,Holly-Monaco / Eastbound
48,ConstructionClosure-ba39ab6d-2ee8-4c87-ad0e-d383dddfcd75,5df80a776d4e2e004629f14b,jvue@navjoyinc.com.gwv,2019-12-16T22:51:35.359Z,jvue@navjoyinc.com.gwv,2019-12-18T15:49:11.894Z,Holly St,Monaco St,Belleview Ave,,,12/17/2019 11:00,12/17/2019 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/5c758031-a2f4-4092-b501-d8bafeee5fe9image.jpg,Holly-Monaco / Eastbound
49,ConstructionClosure-c512ef1e-2f77-4b32-bf5f-1672a676ea95,5dfbbd9dc46a6e0046e387a0,nnageli@navjoyinc.com.cdotgov,2019-12-19T18:12:45.825Z,nnageli@navjoyinc.com.cdotgov,2019-12-19T18:12:45.825Z,Holly St,Monaco St,Belleview,,,12/17/2019 11:00,12/17/2019 17:00,,,,,
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/c0f4bada-966d-46d6-b90a-2d911472f131image.jpg,Southbound / Road Work Ahead
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/072f558b-16ed-47ff-9a80-0a753a9340b8image.jpg,Southbound / Left Lane Closed Ahead
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/57b68784-b00c-4936-995b-86752547af2dimage.jpg,Southbound / Start of closure
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/ac6b822c-c788-478c-8a76-98498d222cb2image.jpg,Southbound / Flashing Arrow Board
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/83b717e4-fbcf-4220-9104-a94594bd75fcimage.jpg,Eastbound / Lane Ends Left
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/f4462880-2a39-4ae5-8cc6-c722c9552f7cimage.jpg,Eastbound / Left Lane Closed Ahead
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/1a348422-5a8c-4638-b9e7-579e95ad7890image.jpg,Eastbound / Speed Limit 35
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/3013ce03-f528-4e40-a9bd-059e752bac1fimage.jpg,Eastbound / Begin fines double in work zone
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/81a5b1fe-0c79-48fa-ace6-71efb4e8cf78image.jpg,Eastbound / Road Work Ahead
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/f291231e-2bfc-4e19-8ea4-79b386112771image.jpg,Northbound / Road Work Ahead
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/c205984a-28a7-49e1-810e-363eb74d87d0image.jpg,Eastbound / Flashing Arrow Board
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/57a4e340-75c2-47a2-8ed3-2fe38c2952aaimage.jpg,Eastbound / Start of closure
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/5e45dafc-7c10-4e9b-8e14-dfc6630e8181image.jpg,Eastbound / End of Closure
50,ConstructionClosure-b3e2d7bf-611b-4fae-9b4d-39bdd8d58e0a,5e0e0d7ac99df3005161e161,jpruitt@navjoyinc.com.gwv,2020-01-02T15:34:18.562Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:36:48.222Z,University Blvd,Cherry Hills Farm,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/20006847-2fc2-44ef-96ad-857c9c91eb68image.jpg,Eastbound / End  fines double in work zone
51,ConstructionClosure-3309e182-d4f1-48e9-b448-e9893e34f939,5e0e0dddc99df3005161e162,jpruitt@navjoyinc.com.gwv,2020-01-02T15:35:57.211Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:37:07.783Z,Cherry Hills Farm,University Blvd,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/1f9cb8f2-eff2-46cb-82e8-5a77b8cdbc67image.jpg,Westbound / Road Work Ahead
51,ConstructionClosure-3309e182-d4f1-48e9-b448-e9893e34f939,5e0e0dddc99df3005161e162,jpruitt@navjoyinc.com.gwv,2020-01-02T15:35:57.211Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:37:07.783Z,Cherry Hills Farm,University Blvd,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/941921e0-e0ef-46de-bb67-cd10ad83be3aimage.jpg,Westbound / Begin fines double in work zone
51,ConstructionClosure-3309e182-d4f1-48e9-b448-e9893e34f939,5e0e0dddc99df3005161e162,jpruitt@navjoyinc.com.gwv,2020-01-02T15:35:57.211Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:37:07.783Z,Cherry Hills Farm,University Blvd,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/308a2e84-439b-4c42-9919-2ea07cc6a740image.jpg,Westbound / Speed Limit 35
51,ConstructionClosure-3309e182-d4f1-48e9-b448-e9893e34f939,5e0e0dddc99df3005161e162,jpruitt@navjoyinc.com.gwv,2020-01-02T15:35:57.211Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:37:07.783Z,Cherry Hills Farm,University Blvd,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/8129b762-3c12-4a4e-9726-749270209fa2image.jpg,Westbound / Left Lane Closed Ahead
51,ConstructionClosure-3309e182-d4f1-48e9-b448-e9893e34f939,5e0e0dddc99df3005161e162,jpruitt@navjoyinc.com.gwv,2020-01-02T15:35:57.211Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:37:07.783Z,Cherry Hills Farm,University Blvd,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/88c44812-cb47-4261-a544-83875c7b3523image.jpg,Westbound / Lane Ends Left
51,ConstructionClosure-3309e182-d4f1-48e9-b448-e9893e34f939,5e0e0dddc99df3005161e162,jpruitt@navjoyinc.com.gwv,2020-01-02T15:35:57.211Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:37:07.783Z,Cherry Hills Farm,University Blvd,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/43041665-7dc4-448c-aaac-5ff248209083image.jpg,Westbound / Start of Closure
51,ConstructionClosure-3309e182-d4f1-48e9-b448-e9893e34f939,5e0e0dddc99df3005161e162,jpruitt@navjoyinc.com.gwv,2020-01-02T15:35:57.211Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:37:07.783Z,Cherry Hills Farm,University Blvd,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/d272c240-b380-43f1-a4f7-59586d07638bimage.jpg,Westbound / Flashing Arrow Board
51,ConstructionClosure-3309e182-d4f1-48e9-b448-e9893e34f939,5e0e0dddc99df3005161e162,jpruitt@navjoyinc.com.gwv,2020-01-02T15:35:57.211Z,djoslin@navjoyinc.com.gwv,2020-01-03T22:37:07.783Z,Cherry Hills Farm,University Blvd,Belleview Ave,,,1/2/2020 11:00,1/2/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/bc9375cd-9ca4-4910-b257-c55a6f71f0b3image.jpg,Westbound / End of Closure
